week,material_id,supplier_id,supplier_desc,moq,inventory_ini,reqs
30,M51156610,S330660,CanPack BNL_DE,400000,532720,0
31,M51156610,S330660,CanPack BNL_DE,400000,532720,0
32,M51156610,S330660,CanPack BNL_DE,400000,532720,0
33,M51156610,S330660,CanPack BNL_DE,400000,532720,0
34,M51156610,S330660,CanPack BNL_DE,400000,532720,0
35,M51156610,S330660,CanPack BNL_DE,400000,532720,0
36,M51156610,S330660,CanPack BNL_DE,400000,532720,0
37,M51156610,S330660,CanPack BNL_DE,400000,532720,0
8,M51216589,S369645,Ardagh BNL,400000,108142,0
9,M51216589,S369645,Ardagh BNL,400000,108142,0
10,M51216589,S369645,Ardagh BNL,400000,108142,0
11,M51216589,S369645,Ardagh BNL,400000,108142,0
12,M51216589,S369645,Ardagh BNL,400000,108142,0
13,M51216589,S369645,Ardagh BNL,400000,108142,0
14,M51216589,S369645,Ardagh BNL,400000,108142,0
15,M51216589,S369645,Ardagh BNL,400000,108142,0
16,M51216589,S369645,Ardagh BNL,400000,108142,0
17,M51216589,S369645,Ardagh BNL,400000,108142,0
18,M51216589,S369645,Ardagh BNL,400000,108142,0
19,M51216589,S369645,Ardagh BNL,400000,108142,0
20,M51216589,S369645,Ardagh BNL,400000,108142,200000
21,M51216589,S369645,Ardagh BNL,400000,108142,0
22,M51216589,S369645,Ardagh BNL,400000,108142,0
23,M51216589,S369645,Ardagh BNL,400000,108142,0
24,M51216589,S369645,Ardagh BNL,400000,108142,0
25,M51216589,S369645,Ardagh BNL,400000,108142,0
26,M51216589,S369645,Ardagh BNL,400000,108142,0
27,M51216589,S369645,Ardagh BNL,400000,108142,0
28,M51216589,S369645,Ardagh BNL,400000,108142,0
29,M51216589,S369645,Ardagh BNL,400000,108142,0
30,M51216589,S369645,Ardagh BNL,400000,108142,0
31,M51216589,S369645,Ardagh BNL,400000,108142,0
32,M51216589,S369645,Ardagh BNL,400000,108142,200000
33,M51216589,S369645,Ardagh BNL,400000,108142,0
34,M51216589,S369645,Ardagh BNL,400000,108142,0
35,M51216589,S369645,Ardagh BNL,400000,108142,0
36,M51216589,S369645,Ardagh BNL,400000,108142,0
37,M51216589,S369645,Ardagh BNL,400000,108142,0
8,M51225179,S369645,Ardagh BNL,400000,321640,0
9,M51225179,S369645,Ardagh BNL,400000,321640,0
10,M51225179,S369645,Ardagh BNL,400000,321640,0
11,M51225179,S369645,Ardagh BNL,400000,321640,0
12,M51225179,S369645,Ardagh BNL,400000,321640,0
13,M51225179,S369645,Ardagh BNL,400000,321640,0
14,M51225179,S369645,Ardagh BNL,400000,321640,0
15,M51225179,S369645,Ardagh BNL,400000,321640,0
16,M51225179,S369645,Ardagh BNL,400000,321640,0
17,M51225179,S369645,Ardagh BNL,400000,321640,0
18,M51225179,S369645,Ardagh BNL,400000,321640,0
19,M51225179,S369645,Ardagh BNL,400000,321640,0
20,M51225179,S369645,Ardagh BNL,400000,321640,0
21,M51225179,S369645,Ardagh BNL,400000,321640,0
22,M51225179,S369645,Ardagh BNL,400000,321640,0
23,M51225179,S369645,Ardagh BNL,400000,321640,0
24,M51225179,S369645,Ardagh BNL,400000,321640,0
25,M51225179,S369645,Ardagh BNL,400000,321640,0
26,M51225179,S369645,Ardagh BNL,400000,321640,0
27,M51225179,S369645,Ardagh BNL,400000,321640,0
28,M51225179,S369645,Ardagh BNL,400000,321640,0
29,M51225179,S369645,Ardagh BNL,400000,321640,0
30,M51225179,S369645,Ardagh BNL,400000,321640,0
31,M51225179,S369645,Ardagh BNL,400000,321640,0
32,M51225179,S369645,Ardagh BNL,400000,321640,0
33,M51225179,S369645,Ardagh BNL,400000,321640,0
34,M51225179,S369645,Ardagh BNL,400000,321640,0
35,M51225179,S369645,Ardagh BNL,400000,321640,0
36,M51225179,S369645,Ardagh BNL,400000,321640,0
37,M51225179,S369645,Ardagh BNL,400000,321640,0
8,M51311646,S369645,Ardagh BNL,400000,24896,0
9,M51311646,S369645,Ardagh BNL,400000,24896,0
10,M51311646,S369645,Ardagh BNL,400000,24896,0
11,M51311646,S369645,Ardagh BNL,400000,24896,0
12,M51311646,S369645,Ardagh BNL,400000,24896,0
13,M51311646,S369645,Ardagh BNL,400000,24896,0
14,M51311646,S369645,Ardagh BNL,400000,24896,0
15,M51311646,S369645,Ardagh BNL,400000,24896,0
16,M51311646,S369645,Ardagh BNL,400000,24896,0
17,M51311646,S369645,Ardagh BNL,400000,24896,0
18,M51311646,S369645,Ardagh BNL,400000,24896,0
19,M51311646,S369645,Ardagh BNL,400000,24896,0
20,M51311646,S369645,Ardagh BNL,400000,24896,0
21,M51311646,S369645,Ardagh BNL,400000,24896,0
22,M51311646,S369645,Ardagh BNL,400000,24896,0
23,M51311646,S369645,Ardagh BNL,400000,24896,0
24,M51311646,S369645,Ardagh BNL,400000,24896,0
25,M51311646,S369645,Ardagh BNL,400000,24896,0
26,M51311646,S369645,Ardagh BNL,400000,24896,0
27,M51311646,S369645,Ardagh BNL,400000,24896,0
28,M51311646,S369645,Ardagh BNL,400000,24896,0
29,M51311646,S369645,Ardagh BNL,400000,24896,0
30,M51311646,S369645,Ardagh BNL,400000,24896,0
31,M51311646,S369645,Ardagh BNL,400000,24896,0
32,M51311646,S369645,Ardagh BNL,400000,24896,0
33,M51311646,S369645,Ardagh BNL,400000,24896,0
34,M51311646,S369645,Ardagh BNL,400000,24896,0
35,M51311646,S369645,Ardagh BNL,400000,24896,0
36,M51311646,S369645,Ardagh BNL,400000,24896,0
37,M51311646,S369645,Ardagh BNL,400000,24896,0
8,M51321361,S330660,CanPack BNL_DE,400000,239360,0
9,M51321361,S330660,CanPack BNL_DE,400000,239360,0
10,M51321361,S330660,CanPack BNL_DE,400000,239360,0
11,M51321361,S330660,CanPack BNL_DE,400000,239360,0
12,M51321361,S330660,CanPack BNL_DE,400000,239360,0
13,M51321361,S330660,CanPack BNL_DE,400000,239360,0
14,M51321361,S330660,CanPack BNL_DE,400000,239360,0
15,M51321361,S330660,CanPack BNL_DE,400000,239360,0
16,M51321361,S330660,CanPack BNL_DE,400000,239360,0
17,M51321361,S330660,CanPack BNL_DE,400000,239360,0
18,M51321361,S330660,CanPack BNL_DE,400000,239360,0
19,M51321361,S330660,CanPack BNL_DE,400000,239360,0
20,M51321361,S330660,CanPack BNL_DE,400000,239360,0
21,M51321361,S330660,CanPack BNL_DE,400000,239360,0
22,M51321361,S330660,CanPack BNL_DE,400000,239360,0
23,M51321361,S330660,CanPack BNL_DE,400000,239360,0
24,M51321361,S330660,CanPack BNL_DE,400000,239360,0
25,M51321361,S330660,CanPack BNL_DE,400000,239360,0
26,M51321361,S330660,CanPack BNL_DE,400000,239360,0
27,M51321361,S330660,CanPack BNL_DE,400000,239360,0
28,M51321361,S330660,CanPack BNL_DE,400000,239360,0
29,M51321361,S330660,CanPack BNL_DE,400000,239360,0
30,M51321361,S330660,CanPack BNL_DE,400000,239360,0
31,M51321361,S330660,CanPack BNL_DE,400000,239360,0
32,M51321361,S330660,CanPack BNL_DE,400000,239360,0
33,M51321361,S330660,CanPack BNL_DE,400000,239360,0
34,M51321361,S330660,CanPack BNL_DE,400000,239360,0
35,M51321361,S330660,CanPack BNL_DE,400000,239360,0
36,M51321361,S330660,CanPack BNL_DE,400000,239360,0
37,M51321361,S330660,CanPack BNL_DE,400000,239360,0
8,M51325788,S369645,Ardagh BNL,400000,693976,0
9,M51325788,S369645,Ardagh BNL,400000,693976,0
10,M51325788,S369645,Ardagh BNL,400000,693976,0
11,M51325788,S369645,Ardagh BNL,400000,693976,0
12,M51325788,S369645,Ardagh BNL,400000,693976,0
13,M51325788,S369645,Ardagh BNL,400000,693976,0
14,M51325788,S369645,Ardagh BNL,400000,693976,0
15,M51325788,S369645,Ardagh BNL,400000,693976,0
16,M51325788,S369645,Ardagh BNL,400000,693976,0
17,M51325788,S369645,Ardagh BNL,400000,693976,0
18,M51325788,S369645,Ardagh BNL,400000,693976,200000
19,M51325788,S369645,Ardagh BNL,400000,693976,0
20,M51325788,S369645,Ardagh BNL,400000,693976,0
21,M51325788,S369645,Ardagh BNL,400000,693976,0
22,M51325788,S369645,Ardagh BNL,400000,693976,0
23,M51325788,S369645,Ardagh BNL,400000,693976,0
24,M51325788,S369645,Ardagh BNL,400000,693976,0
25,M51325788,S369645,Ardagh BNL,400000,693976,0
26,M51325788,S369645,Ardagh BNL,400000,693976,0
27,M51325788,S369645,Ardagh BNL,400000,693976,0
28,M51325788,S369645,Ardagh BNL,400000,693976,0
29,M51325788,S369645,Ardagh BNL,400000,693976,0
30,M51325788,S369645,Ardagh BNL,400000,693976,0
31,M51325788,S369645,Ardagh BNL,400000,693976,0
32,M51325788,S369645,Ardagh BNL,400000,693976,0
33,M51325788,S369645,Ardagh BNL,400000,693976,200000
34,M51325788,S369645,Ardagh BNL,400000,693976,0
35,M51325788,S369645,Ardagh BNL,400000,693976,0
36,M51325788,S369645,Ardagh BNL,400000,693976,0
37,M51325788,S369645,Ardagh BNL,400000,693976,0
8,M51327609,S369645,Ardagh BNL,400000,0,0
9,M51327609,S369645,Ardagh BNL,400000,0,0
10,M51327609,S369645,Ardagh BNL,400000,0,0
11,M51327609,S369645,Ardagh BNL,400000,0,0
12,M51327609,S369645,Ardagh BNL,400000,0,0
13,M51327609,S369645,Ardagh BNL,400000,0,0
14,M51327609,S369645,Ardagh BNL,400000,0,0
15,M51327609,S369645,Ardagh BNL,400000,0,0
16,M51327609,S369645,Ardagh BNL,400000,0,0
17,M51327609,S369645,Ardagh BNL,400000,0,0
18,M51327609,S369645,Ardagh BNL,400000,0,0
19,M51327609,S369645,Ardagh BNL,400000,0,0
20,M51327609,S369645,Ardagh BNL,400000,0,0
21,M51327609,S369645,Ardagh BNL,400000,0,0
22,M51327609,S369645,Ardagh BNL,400000,0,0
23,M51327609,S369645,Ardagh BNL,400000,0,0
24,M51327609,S369645,Ardagh BNL,400000,0,0
25,M51327609,S369645,Ardagh BNL,400000,0,0
26,M51327609,S369645,Ardagh BNL,400000,0,0
27,M51327609,S369645,Ardagh BNL,400000,0,0
28,M51327609,S369645,Ardagh BNL,400000,0,0
29,M51327609,S369645,Ardagh BNL,400000,0,0
30,M51327609,S369645,Ardagh BNL,400000,0,0
31,M51327609,S369645,Ardagh BNL,400000,0,0
32,M51327609,S369645,Ardagh BNL,400000,0,0
33,M51327609,S369645,Ardagh BNL,400000,0,0
34,M51327609,S369645,Ardagh BNL,400000,0,0
35,M51327609,S369645,Ardagh BNL,400000,0,0
36,M51327609,S369645,Ardagh BNL,400000,0,0
37,M51327609,S369645,Ardagh BNL,400000,0,0
8,M51330593,S369645,Ardagh BNL,400000,27257,0
9,M51330593,S369645,Ardagh BNL,400000,27257,0
10,M51330593,S369645,Ardagh BNL,400000,27257,0
11,M51330593,S369645,Ardagh BNL,400000,27257,0
12,M51330593,S369645,Ardagh BNL,400000,27257,0
13,M51330593,S369645,Ardagh BNL,400000,27257,0
14,M51330593,S369645,Ardagh BNL,400000,27257,0
15,M51330593,S369645,Ardagh BNL,400000,27257,0
16,M51330593,S369645,Ardagh BNL,400000,27257,0
17,M51330593,S369645,Ardagh BNL,400000,27257,0
18,M51330593,S369645,Ardagh BNL,400000,27257,0
19,M51330593,S369645,Ardagh BNL,400000,27257,0
20,M51330593,S369645,Ardagh BNL,400000,27257,0
21,M51330593,S369645,Ardagh BNL,400000,27257,0
22,M51330593,S369645,Ardagh BNL,400000,27257,0
23,M51330593,S369645,Ardagh BNL,400000,27257,0
24,M51330593,S369645,Ardagh BNL,400000,27257,0
25,M51330593,S369645,Ardagh BNL,400000,27257,0
26,M51330593,S369645,Ardagh BNL,400000,27257,0
27,M51330593,S369645,Ardagh BNL,400000,27257,0
28,M51330593,S369645,Ardagh BNL,400000,27257,0
29,M51330593,S369645,Ardagh BNL,400000,27257,0
30,M51330593,S369645,Ardagh BNL,400000,27257,0
31,M51330593,S369645,Ardagh BNL,400000,27257,0
32,M51330593,S369645,Ardagh BNL,400000,27257,0
33,M51330593,S369645,Ardagh BNL,400000,27257,0
34,M51330593,S369645,Ardagh BNL,400000,27257,0
35,M51330593,S369645,Ardagh BNL,400000,27257,0
36,M51330593,S369645,Ardagh BNL,400000,27257,0
37,M51330593,S369645,Ardagh BNL,400000,27257,0
8,M51336594,S369645,Ardagh BNL,400000,139651,0
9,M51336594,S369645,Ardagh BNL,400000,139651,0
10,M51336594,S369645,Ardagh BNL,400000,139651,0
11,M51336594,S369645,Ardagh BNL,400000,139651,0
12,M51336594,S369645,Ardagh BNL,400000,139651,0
13,M51336594,S369645,Ardagh BNL,400000,139651,0
14,M51336594,S369645,Ardagh BNL,400000,139651,0
15,M51336594,S369645,Ardagh BNL,400000,139651,0
16,M51336594,S369645,Ardagh BNL,400000,139651,0
17,M51336594,S369645,Ardagh BNL,400000,139651,0
18,M51336594,S369645,Ardagh BNL,400000,139651,0
19,M51336594,S369645,Ardagh BNL,400000,139651,0
20,M51336594,S369645,Ardagh BNL,400000,139651,0
21,M51336594,S369645,Ardagh BNL,400000,139651,0
22,M51336594,S369645,Ardagh BNL,400000,139651,0
23,M51336594,S369645,Ardagh BNL,400000,139651,0
24,M51336594,S369645,Ardagh BNL,400000,139651,0
25,M51336594,S369645,Ardagh BNL,400000,139651,0
26,M51336594,S369645,Ardagh BNL,400000,139651,0
27,M51336594,S369645,Ardagh BNL,400000,139651,400000
28,M51336594,S369645,Ardagh BNL,400000,139651,0
29,M51336594,S369645,Ardagh BNL,400000,139651,0
30,M51336594,S369645,Ardagh BNL,400000,139651,0
31,M51336594,S369645,Ardagh BNL,400000,139651,0
32,M51336594,S369645,Ardagh BNL,400000,139651,0
33,M51336594,S369645,Ardagh BNL,400000,139651,0
34,M51336594,S369645,Ardagh BNL,400000,139651,0
35,M51336594,S369645,Ardagh BNL,400000,139651,0
36,M51336594,S369645,Ardagh BNL,400000,139651,0
37,M51336594,S369645,Ardagh BNL,400000,139651,0
8,M51336060,S369645,Ardagh BNL,400000,383165,0
9,M51336060,S369645,Ardagh BNL,400000,383165,0
10,M51336060,S369645,Ardagh BNL,400000,383165,0
11,M51336060,S369645,Ardagh BNL,400000,383165,0
12,M51336060,S369645,Ardagh BNL,400000,383165,0
13,M51336060,S369645,Ardagh BNL,400000,383165,0
14,M51336060,S369645,Ardagh BNL,400000,383165,0
15,M51336060,S369645,Ardagh BNL,400000,383165,0
16,M51336060,S369645,Ardagh BNL,400000,383165,0
17,M51336060,S369645,Ardagh BNL,400000,383165,0
18,M51336060,S369645,Ardagh BNL,400000,383165,0
19,M51336060,S369645,Ardagh BNL,400000,383165,0
20,M51336060,S369645,Ardagh BNL,400000,383165,0
21,M51336060,S369645,Ardagh BNL,400000,383165,0
22,M51336060,S369645,Ardagh BNL,400000,383165,0
23,M51336060,S369645,Ardagh BNL,400000,383165,0
24,M51336060,S369645,Ardagh BNL,400000,383165,0
25,M51336060,S369645,Ardagh BNL,400000,383165,0
26,M51336060,S369645,Ardagh BNL,400000,383165,0
27,M51336060,S369645,Ardagh BNL,400000,383165,0
28,M51336060,S369645,Ardagh BNL,400000,383165,0
29,M51336060,S369645,Ardagh BNL,400000,383165,0
30,M51336060,S369645,Ardagh BNL,400000,383165,0
31,M51336060,S369645,Ardagh BNL,400000,383165,0
32,M51336060,S369645,Ardagh BNL,400000,383165,0
33,M51336060,S369645,Ardagh BNL,400000,383165,0
34,M51336060,S369645,Ardagh BNL,400000,383165,0
35,M51336060,S369645,Ardagh BNL,400000,383165,0
36,M51336060,S369645,Ardagh BNL,400000,383165,0
37,M51336060,S369645,Ardagh BNL,400000,383165,0
8,M51336007,S369645,Ardagh BNL,400000,31509,0
9,M51336007,S369645,Ardagh BNL,400000,31509,0
10,M51336007,S369645,Ardagh BNL,400000,31509,0
11,M51336007,S369645,Ardagh BNL,400000,31509,0
12,M51336007,S369645,Ardagh BNL,400000,31509,0
13,M51336007,S369645,Ardagh BNL,400000,31509,0
14,M51336007,S369645,Ardagh BNL,400000,31509,0
15,M51336007,S369645,Ardagh BNL,400000,31509,0
16,M51336007,S369645,Ardagh BNL,400000,31509,0
17,M51336007,S369645,Ardagh BNL,400000,31509,0
18,M51336007,S369645,Ardagh BNL,400000,31509,0
19,M51336007,S369645,Ardagh BNL,400000,31509,0
20,M51336007,S369645,Ardagh BNL,400000,31509,0
21,M51336007,S369645,Ardagh BNL,400000,31509,0
22,M51336007,S369645,Ardagh BNL,400000,31509,0
23,M51336007,S369645,Ardagh BNL,400000,31509,0
24,M51336007,S369645,Ardagh BNL,400000,31509,0
25,M51336007,S369645,Ardagh BNL,400000,31509,0
26,M51336007,S369645,Ardagh BNL,400000,31509,0
27,M51336007,S369645,Ardagh BNL,400000,31509,0
28,M51336007,S369645,Ardagh BNL,400000,31509,0
29,M51336007,S369645,Ardagh BNL,400000,31509,0
30,M51336007,S369645,Ardagh BNL,400000,31509,0
31,M51336007,S369645,Ardagh BNL,400000,31509,0
32,M51336007,S369645,Ardagh BNL,400000,31509,0
33,M51336007,S369645,Ardagh BNL,400000,31509,0
34,M51336007,S369645,Ardagh BNL,400000,31509,0
35,M51336007,S369645,Ardagh BNL,400000,31509,0
36,M51336007,S369645,Ardagh BNL,400000,31509,0
37,M51336007,S369645,Ardagh BNL,400000,31509,0
8,M51338369,S369645,Ardagh BNL,400000,156364,0
9,M51338369,S369645,Ardagh BNL,400000,156364,0
10,M51338369,S369645,Ardagh BNL,400000,156364,0
11,M51338369,S369645,Ardagh BNL,400000,156364,0
12,M51338369,S369645,Ardagh BNL,400000,156364,0
13,M51338369,S369645,Ardagh BNL,400000,156364,0
14,M51338369,S369645,Ardagh BNL,400000,156364,0
15,M51338369,S369645,Ardagh BNL,400000,156364,0
16,M51338369,S369645,Ardagh BNL,400000,156364,0
17,M51338369,S369645,Ardagh BNL,400000,156364,0
18,M51338369,S369645,Ardagh BNL,400000,156364,0
19,M51338369,S369645,Ardagh BNL,400000,156364,0
20,M51338369,S369645,Ardagh BNL,400000,156364,0
21,M51338369,S369645,Ardagh BNL,400000,156364,0
22,M51338369,S369645,Ardagh BNL,400000,156364,0
23,M51338369,S369645,Ardagh BNL,400000,156364,0
24,M51338369,S369645,Ardagh BNL,400000,156364,0
25,M51338369,S369645,Ardagh BNL,400000,156364,200000
26,M51338369,S369645,Ardagh BNL,400000,156364,0
27,M51338369,S369645,Ardagh BNL,400000,156364,0
28,M51338369,S369645,Ardagh BNL,400000,156364,0
29,M51338369,S369645,Ardagh BNL,400000,156364,0
30,M51338369,S369645,Ardagh BNL,400000,156364,0
31,M51338369,S369645,Ardagh BNL,400000,156364,0
32,M51338369,S369645,Ardagh BNL,400000,156364,0
33,M51338369,S369645,Ardagh BNL,400000,156364,0
34,M51338369,S369645,Ardagh BNL,400000,156364,0
35,M51338369,S369645,Ardagh BNL,400000,156364,0
36,M51338369,S369645,Ardagh BNL,400000,156364,0
37,M51338369,S369645,Ardagh BNL,400000,156364,0
8,M51339444,S369645,Ardagh BNL,400000,89470,0
9,M51339444,S369645,Ardagh BNL,400000,89470,0
10,M51339444,S369645,Ardagh BNL,400000,89470,0
11,M51339444,S369645,Ardagh BNL,400000,89470,0
12,M51339444,S369645,Ardagh BNL,400000,89470,200000
13,M51339444,S369645,Ardagh BNL,400000,89470,0
14,M51339444,S369645,Ardagh BNL,400000,89470,0
15,M51339444,S369645,Ardagh BNL,400000,89470,0
16,M51339444,S369645,Ardagh BNL,400000,89470,0
17,M51339444,S369645,Ardagh BNL,400000,89470,0
18,M51339444,S369645,Ardagh BNL,400000,89470,0
19,M51339444,S369645,Ardagh BNL,400000,89470,0
20,M51339444,S369645,Ardagh BNL,400000,89470,200000
21,M51339444,S369645,Ardagh BNL,400000,89470,0
22,M51339444,S369645,Ardagh BNL,400000,89470,0
23,M51339444,S369645,Ardagh BNL,400000,89470,0
24,M51339444,S369645,Ardagh BNL,400000,89470,0
25,M51339444,S369645,Ardagh BNL,400000,89470,0
26,M51339444,S369645,Ardagh BNL,400000,89470,0
27,M51339444,S369645,Ardagh BNL,400000,89470,0
28,M51339444,S369645,Ardagh BNL,400000,89470,0
29,M51339444,S369645,Ardagh BNL,400000,89470,0
30,M51339444,S369645,Ardagh BNL,400000,89470,0
31,M51339444,S369645,Ardagh BNL,400000,89470,0
32,M51339444,S369645,Ardagh BNL,400000,89470,400000
33,M51339444,S369645,Ardagh BNL,400000,89470,0
34,M51339444,S369645,Ardagh BNL,400000,89470,0
35,M51339444,S369645,Ardagh BNL,400000,89470,0
36,M51339444,S369645,Ardagh BNL,400000,89470,0
37,M51339444,S369645,Ardagh BNL,400000,89470,0
8,M51333862,S369645,Ardagh BNL,400000,0,0
9,M51333862,S369645,Ardagh BNL,400000,0,0
10,M51333862,S369645,Ardagh BNL,400000,0,0
11,M51333862,S369645,Ardagh BNL,400000,0,0
12,M51333862,S369645,Ardagh BNL,400000,0,0
13,M51333862,S369645,Ardagh BNL,400000,0,0
14,M51333862,S369645,Ardagh BNL,400000,0,0
15,M51333862,S369645,Ardagh BNL,400000,0,0
16,M51333862,S369645,Ardagh BNL,400000,0,0
17,M51333862,S369645,Ardagh BNL,400000,0,0
18,M51333862,S369645,Ardagh BNL,400000,0,0
19,M51333862,S369645,Ardagh BNL,400000,0,0
20,M51333862,S369645,Ardagh BNL,400000,0,0
21,M51333862,S369645,Ardagh BNL,400000,0,0
22,M51333862,S369645,Ardagh BNL,400000,0,0
23,M51333862,S369645,Ardagh BNL,400000,0,0
24,M51333862,S369645,Ardagh BNL,400000,0,0
25,M51333862,S369645,Ardagh BNL,400000,0,0
26,M51333862,S369645,Ardagh BNL,400000,0,0
27,M51333862,S369645,Ardagh BNL,400000,0,0
28,M51333862,S369645,Ardagh BNL,400000,0,0
29,M51333862,S369645,Ardagh BNL,400000,0,0
30,M51333862,S369645,Ardagh BNL,400000,0,0
31,M51333862,S369645,Ardagh BNL,400000,0,0
32,M51333862,S369645,Ardagh BNL,400000,0,0
33,M51333862,S369645,Ardagh BNL,400000,0,0
34,M51333862,S369645,Ardagh BNL,400000,0,0
35,M51333862,S369645,Ardagh BNL,400000,0,0
36,M51333862,S369645,Ardagh BNL,400000,0,0
37,M51333862,S369645,Ardagh BNL,400000,0,0
8,M51330833,S3010406,Benepack,500000,544600,0
9,M51330833,S3010406,Benepack,500000,544600,0
10,M51330833,S3010406,Benepack,500000,544600,0
11,M51330833,S3010406,Benepack,500000,544600,0
12,M51330833,S3010406,Benepack,500000,544600,1000000
13,M51330833,S3010406,Benepack,500000,544600,0
14,M51330833,S3010406,Benepack,500000,544600,0
15,M51330833,S3010406,Benepack,500000,544600,0
16,M51330833,S3010406,Benepack,500000,544600,0
17,M51330833,S3010406,Benepack,500000,544600,0
18,M51330833,S3010406,Benepack,500000,544600,0
19,M51330833,S3010406,Benepack,500000,544600,0
20,M51330833,S3010406,Benepack,500000,544600,0
21,M51330833,S3010406,Benepack,500000,544600,0
